model,analyzer,lowercase,max_df,min_df,ngram_range,processing,type,class_weight,criterion,max_features,min_samples_leaf,min_samples_split,val_f1_weighted,val_f1_neg,val_f1_zero,val_f1_pos,val_accuracy,test_f1_weighted,test_f1_neg,test_f1_zero,test_f1_pos,test_accuracy
rf,word,True,0.25,1,"(1, 1)",emoji_generic,stem,balanced_subsample,gini,auto,1,5,0.7241423212725436,0.5560975609756098,0.6909090909090909,0.7855421686746988,0.7219512195121951,0.6959659104394195,0.579185520361991,0.6335877862595419,0.7527950310559005,0.687741935483871
rf,word,True,0.5,1,"(1, 2)",emoji_unique,stem,balanced_subsample,gini,auto,1,5,0.7241356701747508,0.5777777777777777,0.6925465838509317,0.7794117647058824,0.723170731707317,0.6831453449575503,0.5662100456621004,0.6323529411764706,0.7344345616264295,0.6748387096774193
rf,word,True,0.25,1,"(1, 1)",emoji_generic,stem,balanced_subsample,entropy,auto,1,5,0.7239687804369266,0.5918367346938775,0.6827697262479872,0.7825030376670716,0.7219512195121951,0.695271276879265,0.5225225225225225,0.6511627906976745,0.7561576354679802,0.687741935483871
rf,word,True,1.0,10,"(1, 1)",emoji_generic,stem,,entropy,sqrt,4,10,0.7238842803381097,0.49295774647887325,0.7035330261136714,0.7910271546635184,0.7304878048780488,0.6732582138821527,0.43902439024390244,0.6261510128913444,0.7497034400948992,0.6735483870967742
rf,word,True,1.0,1,"(1, 1)",emoji_generic,stem,,gini,sqrt,1,5,0.7237603825920612,0.5668449197860963,0.6976,0.7777777777777778,0.723170731707317,0.7167897278522896,0.5649717514124294,0.6509803921568629,0.7833140208574739,0.7148387096774194
rf,word,True,0.5,1,"(1, 2)",emoji_generic,stem,balanced_subsample,gini,sqrt,1,5,0.7237514443033977,0.5810055865921787,0.6956521739130435,0.7758186397984886,0.7219512195121951,0.7036695605151181,0.5870646766169154,0.6321626617375231,0.764851485148515,0.6954838709677419
rf,word,True,0.5,1,"(1, 1)",emoji_generic,stem,balanced_subsample,gini,auto,1,10,0.7237241070286123,0.5767441860465117,0.6923076923076923,0.7790262172284644,0.7195121951219512,0.6822655962014795,0.4803921568627451,0.6390977443609022,0.7493857493857493,0.6761290322580645
rf,word,True,0.25,1,"(1, 1)",emoji_unique,stem,,gini,sqrt,1,5,0.7235977805799765,0.5536723163841808,0.6849757673667205,0.7890995260663507,0.724390243902439,0.7005986118966144,0.5363128491620112,0.6450381679389313,0.7650531286894923,0.6980645161290323
rf,word,True,0.25,1,"(1, 2)",emoji_unique,stem,balanced_subsample,entropy,sqrt,1,10,0.7235499992277832,0.5497076023391813,0.7076023391812866,0.7745222929936306,0.723170731707317,0.6880721867740396,0.5549738219895288,0.6332737030411449,0.7450000000000001,0.6812903225806451
rf,word,True,1.0,1,"(1, 1)",emoji_generic,stem,,gini,sqrt,2,2,0.7235276830060561,0.5333333333333333,0.6970172684458399,0.7854630715123094,0.7280487804878049,0.6746412764933177,0.4183006535947712,0.6183206106870228,0.7605956471935852,0.6787096774193548
rf,word,True,1.0,10,"(1, 3)",no_emoji,stem,,entropy,sqrt,4,5,0.7235251468364611,0.5165562913907283,0.6977443609022556,0.7888349514563107,0.7268292682926829,0.6714437267743225,0.3870967741935483,0.6317757009345795,0.7558139534883722,0.6761290322580645
rf,word,True,1.0,1,"(1, 2)",emoji_unique,stem,balanced,gini,sqrt,1,5,0.7234739489442467,0.47953216374269003,0.7130177514792898,0.7868852459016394,0.724390243902439,0.7031379484526241,0.5900000000000001,0.6494464944649446,0.7549504950495051,0.6967741935483871
rf,word,True,0.5,1,"(1, 1)",emoji_unique,stem,,entropy,auto,1,10,0.7234636560991556,0.5696969696969698,0.6914728682170543,0.780722891566265,0.724390243902439,0.7047636525128551,0.5775401069518716,0.6382978723404255,0.7659574468085106,0.7006451612903226
rf,word,True,0.5,1,"(1, 1)",emoji_unique,stem,balanced_subsample,entropy,sqrt,1,10,0.7233564771901632,0.6051282051282051,0.6865203761755485,0.7757125154894671,0.7207317073170731,0.7030144246875464,0.5700483091787439,0.6443202979515829,0.761786600496278,0.6954838709677419
rf,word,True,0.5,1,"(1, 1)",no_emoji,stem,balanced,entropy,auto,1,10,0.7232853972079994,0.5728155339805824,0.6857142857142857,0.7835820895522388,0.7195121951219512,0.6728363121446758,0.5258215962441315,0.6223908918406073,0.7308641975308644,0.6658064516129032
rf,word,True,0.25,1,"(1, 1)",no_emoji,stem,balanced,entropy,auto,1,5,0.7232538444590767,0.5904761904761905,0.6970172684458399,0.7717528373266078,0.7195121951219512,0.6541359858536869,0.4814814814814815,0.6190476190476191,0.7106598984771574,0.6464516129032258
rf,word,True,0.5,1,"(1, 2)",emoji_unique,stem,balanced,gini,sqrt,1,10,0.7232039002218186,0.5027322404371585,0.6888217522658612,0.7974842767295597,0.7207317073170731,0.699837207415712,0.5480769230769231,0.6327683615819208,0.7669543773119606,0.6916129032258065
rf,word,True,0.25,1,"(1, 2)",no_emoji,stem,,gini,sqrt,1,5,0.7232032268014227,0.5212121212121211,0.6949685534591196,0.7890345649582836,0.725609756097561,0.694194057104854,0.5921787709497207,0.618867924528302,0.7538644470868014,0.6890322580645162
rf,word,True,0.25,1,"(1, 1)",emoji_unique,stem,,gini,auto,2,5,0.7231499403800934,0.4966442953020134,0.7014218009478673,0.7902097902097902,0.7292682926829268,0.6848004597353945,0.4727272727272727,0.6396917148362234,0.7551963048498846,0.6864516129032258
rf,word,True,0.25,1,"(1, 1)",emoji_unique,stem,,entropy,auto,1,10,0.7231209960142179,0.5641025641025641,0.6926677067082684,0.7805456702253856,0.725609756097561,0.7026329999138637,0.5714285714285715,0.6328125,0.766355140186916,0.6993548387096774
rf,word,True,0.5,1,"(1, 1)",emoji_generic,stem,balanced_subsample,entropy,auto,1,10,0.7228892040798353,0.5588235294117646,0.6899841017488078,0.7831474597273854,0.7195121951219512,0.7010805053268963,0.5497630331753555,0.6456400742115027,0.7625000000000001,0.6929032258064516
rf,word,True,0.25,10,"(1, 3)",emoji_generic,stem,,gini,sqrt,2,10,0.7228233176948078,0.5228758169934641,0.6875981161695448,0.7929411764705883,0.7268292682926829,0.6815499654470093,0.3841059602649007,0.6354775828460039,0.7720090293453724,0.6890322580645162
rf,word,True,0.5,10,"(1, 3)",emoji_unique,stem,,entropy,sqrt,2,5,0.7226707092931907,0.5212121212121211,0.689102564102564,0.7920094007050529,0.725609756097561,0.6727995213088985,0.44155844155844154,0.6085271317829457,0.7568181818181817,0.6761290322580645
rf,word,True,0.25,1,"(1, 1)",emoji_unique,stem,balanced_subsample,gini,sqrt,1,10,0.7226068051994345,0.5660377358490567,0.6816720257234727,0.7866004962779155,0.7182926829268292,0.6914334573538488,0.5321100917431193,0.6438095238095238,0.7509293680297399,0.6838709677419355
rf,word,True,0.5,1,"(1, 2)",no_emoji,stem,,entropy,auto,1,5,0.7225751889762095,0.5454545454545455,0.6955223880597015,0.7818627450980393,0.724390243902439,0.6641884044896043,0.4779874213836478,0.6164874551971326,0.7298919567827131,0.6632258064516129
rf,word,True,1.0,1,"(1, 1)",no_emoji,stem,balanced_subsample,gini,auto,2,5,0.7225570243148799,0.5675675675675675,0.6910828025477708,0.779746835443038,0.7170731707317073,0.6868624360973046,0.5514018691588786,0.6360294117647058,0.7424242424242424,0.6787096774193548
rf,word,True,0.25,1,"(1, 1)",emoji_generic,stem,,entropy,sqrt,2,2,0.7225176806376241,0.535031847133758,0.6967340590979781,0.7833333333333334,0.725609756097561,0.6860009679966714,0.46153846153846156,0.6374045801526718,0.7609195402298851,0.6890322580645162
rf,word,True,0.25,1,"(1, 1)",no_emoji,stem,balanced,gini,auto,1,10,0.7224837723514864,0.518867924528302,0.7009646302250804,0.7841191066997518,0.7182926829268292,0.6961388312500387,0.5589519650655022,0.6393762183235868,0.7549504950495051,0.687741935483871
rf,word,True,0.25,10,"(1, 2)",emoji_unique,stem,,entropy,auto,2,5,0.7224273118999119,0.5185185185185185,0.6832298136645963,0.7961630695443644,0.724390243902439,0.6771985445382686,0.46341463414634143,0.6254681647940075,0.7511737089201878,0.6774193548387096
rf,word,True,1.0,10,"(1, 2)",no_emoji,stem,,gini,auto,2,10,0.7223914745955548,0.5290322580645161,0.6827697262479872,0.7939814814814814,0.7268292682926829,0.6931232316962261,0.5149700598802395,0.6276803118908382,0.7655172413793104,0.6929032258064516
rf,word,True,1.0,10,"(1, 2)",emoji_unique,stem,,entropy,sqrt,4,10,0.7223025584992676,0.5194805194805194,0.6905829596412556,0.7906976744186046,0.724390243902439,0.6755642696343698,0.4052287581699346,0.6317757009345795,0.7587006960556844,0.68
rf,word,True,1.0,1,"(1, 1)",emoji_generic,stem,balanced,gini,auto,1,5,0.722230810826048,0.5700483091787439,0.6897637795275591,0.7794486215538847,0.7182926829268292,0.7072824315499597,0.599078341013825,0.6485436893203883,0.7603911980440097,0.7006451612903226
rf,word,True,0.5,1,"(1, 2)",no_emoji,stem,balanced_subsample,entropy,sqrt,1,5,0.7221882091259038,0.5340314136125655,0.7064083457526081,0.776349614395887,0.7195121951219512,0.6669911130456277,0.53125,0.6156521739130436,0.722860791826309,0.6593548387096774
rf,word,True,1.0,1,"(1, 1)",emoji_unique,stem,,entropy,sqrt,1,5,0.7221592090512454,0.5780346820809249,0.6843749999999998,0.7811366384522371,0.7219512195121951,0.6960924005850692,0.5297297297297296,0.6370656370656371,0.7626918536009446,0.6929032258064516
rf,word,True,0.5,1,"(1, 1)",no_emoji,stem,,entropy,sqrt,1,10,0.7221007236637611,0.5483870967741935,0.6840390879478827,0.7880952380952381,0.7219512195121951,0.694133420841617,0.5517241379310346,0.634980988593156,0.7552941176470587,0.6916129032258065
rf,word,True,1.0,1,"(1, 2)",no_emoji,stem,balanced_subsample,entropy,sqrt,1,5,0.722068870204411,0.5310734463276835,0.6983655274888558,0.7822784810126583,0.7207317073170731,0.6590622430720123,0.53125,0.608695652173913,0.7126436781609194,0.6516129032258065
rf,word,True,0.5,1,"(1, 2)",emoji_unique,stem,,gini,auto,1,5,0.7219980353630561,0.5465116279069767,0.6951219512195121,0.7807881773399014,0.7219512195121951,0.698629141544742,0.4905660377358491,0.6519337016574586,0.7688679245283019,0.6993548387096774
